#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2012 07 31 23 00  79  8.0 99.0 99.00 99.00 99.00 999 1018.0  24.7  25.1  20.3 99.0 99.00
2012 08 01 00 00  76  8.0 99.0 99.00 99.00 99.00 999 1018.0  24.6  25.1  21.2 99.0 99.00
2012 08 01 01 00  76  7.9 99.0 99.00 99.00 99.00 999 1017.0  24.7  25.1  20.1 99.0 99.00
2012 08 01 02 00  72  8.0 99.0 99.00 99.00 99.00 999 1017.0  24.7  25.1  20.7 99.0 99.00
2012 08 01 03 00  70  8.1 99.0 99.00 99.00 99.00 999 1017.0  24.6  25.1  21.2 99.0 99.00
2012 08 01 04 00  89  8.5 99.0 99.00 99.00 99.00 999 1017.0  24.6  25.1  21.0 99.0 99.00
2012 08 01 05 00  95  7.7 99.0 99.00 99.00 99.00 999 1018.0  24.4  25.1  21.0 99.0 99.00
2012 08 01 06 00  86  7.5 99.0 99.00 99.00 99.00 999 1019.0  24.6  25.1  20.6 99.0 99.00
2012 08 01 07 00  81  7.4 99.0 99.00 99.00 99.00 999 1019.0  24.7  25.1  20.7 99.0 99.00
2012 08 01 08 00  82  7.2 99.0 99.00 99.00 99.00 999 1019.0  24.8  25.1  20.8 99.0 99.00
2012 08 01 09 00  80  7.2 99.0 99.00 99.00 99.00 999 1019.0  24.7  25.0  21.1 99.0 99.00
2012 08 01 10 00  84  7.3 99.0 99.00 99.00 99.00 999 1019.0  24.5  25.0  20.7 99.0 99.00
2012 08 01 11 00  92  7.6 99.0 99.00 99.00 99.00 999 1018.0  24.3  25.0  20.9 99.0 99.00
2012 08 01 12 00  93  5.6 99.0 99.00 99.00 99.00 999 1018.0  24.3  25.0  20.3 99.0 99.00
2012 08 01 13 00  73  6.0 99.0 99.00 99.00 99.00 999 1018.0  24.3  25.0  21.1 99.0 99.00
2012 08 01 14 00  78  6.4 99.0 99.00 99.00 99.00 999 1017.0  24.4  25.0  21.0 99.0 99.00
2012 08 01 15 00  82  6.5 99.0 99.00 99.00 99.00 999 1018.0  24.5  25.0  20.9 99.0 99.00
2012 08 01 16 00  88  6.8 99.0 99.00 99.00 99.00 999 1018.0  24.4  25.0  21.0 99.0 99.00
2012 08 01 17 00  79  7.2 99.0 99.00 99.00 99.00 999 1018.0  24.3  25.0  20.9 99.0 99.00
2012 08 01 18 00  72  6.7 99.0 99.00 99.00 99.00 999 1019.0  24.5  25.0  20.7 99.0 99.00
2012 08 01 19 00  70  6.9 99.0 99.00 99.00 99.00 999 1019.0  24.4  25.0  21.2 99.0 99.00
2012 08 01 20 00  68  6.2 99.0 99.00 99.00 99.00 999 1019.0  24.1  25.0  20.9 99.0 99.00
2012 08 01 21 00  80  5.8 99.0 99.00 99.00 99.00 999 1019.0  24.5  25.1  20.7 99.0 99.00
2012 08 01 22 00  74  6.0 99.0 99.00 99.00 99.00 999 1019.0  24.6  25.1  20.6 99.0 99.00
2012 08 01 23 00  84  6.2 99.0 99.00 99.00 99.00 999 1018.0  24.2  25.1  20.7 99.0 99.00
2012 08 02 00 00  81  6.0 99.0 99.00 99.00 99.00 999 1018.0  24.7  25.2  20.2 99.0 99.00
2012 08 02 01 00  78  7.1 99.0 99.00 99.00 99.00 999 1017.0  24.7  25.2  20.5 99.0 99.00
2012 08 02 02 00  74  6.4 99.0 99.00 99.00 99.00 999 1017.0  24.8  25.2  20.1 99.0 99.00
2012 08 02 03 00  74  6.1 99.0 99.00 99.00 99.00 999 1017.0  24.8  25.1  20.2 99.0 99.00
2012 08 02 04 00  77  6.5 99.0 99.00 99.00 99.00 999 1018.0  24.8  25.1  20.4 99.0 99.00
2012 08 02 05 00 100  6.8 99.0 99.00 99.00 99.00 999 1018.0  24.1  25.1  20.5 99.0 99.00
2012 08 02 06 00  94  5.0 99.0 99.00 99.00 99.00 999 1019.0  24.4  25.1  20.0 99.0 99.00
2012 08 02 07 00  87  6.5 99.0 99.00 99.00 99.00 999 1019.0  24.6  25.1  20.6 99.0 99.00
2012 08 02 08 00  89  6.9 99.0 99.00 99.00 99.00 999 1019.0  24.5  25.1  20.7 99.0 99.00
2012 08 02 09 00  98  6.5 99.0 99.00 99.00 99.00 999 1019.0  24.4  25.1  20.2 99.0 99.00
2012 08 02 10 00  93  6.3 99.0 99.00 99.00 99.00 999 1018.0  24.4  25.0  19.8 99.0 99.00
2012 08 02 11 00  96  6.3 99.0 99.00 99.00 99.00 999 1018.0  24.4  25.0  20.0 99.0 99.00
2012 08 02 12 00  96  6.3 99.0 99.00 99.00 99.00 999 1017.0  24.3  25.0  19.7 99.0 99.00
2012 08 02 13 00  94  5.4 99.0 99.00 99.00 99.00 999 1017.0  24.2  25.0  20.1 99.0 99.00
2012 08 02 14 00  89  6.1 99.0 99.00 99.00 99.00 999 1017.0  24.3  25.0  19.9 99.0 99.00
2012 08 02 15 00  90  5.9 99.0 99.00 99.00 99.00 999 1017.0  24.3  25.0  19.5 99.0 99.00
2012 08 02 16 00  93  5.8 99.0 99.00 99.00 99.00 999 1018.0  24.4  25.0  19.8 99.0 99.00
2012 08 02 17 00  92  5.9 99.0 99.00 99.00 99.00 999 1018.0  24.6  25.0  19.8 99.0 99.00
2012 08 02 18 00  87  6.2 99.0 99.00 99.00 99.00 999 1018.0  24.7  25.0  19.8 99.0 99.00
2012 08 02 19 00  86  6.4 99.0 99.00 99.00 99.00 999 1018.0  24.7  25.0  19.8 99.0 99.00
2012 08 02 20 00  84  6.9 99.0 99.00 99.00 99.00 999 1018.0  24.6  25.1  19.9 99.0 99.00
2012 08 02 21 00  82  6.1 99.0 99.00 99.00 99.00 999 1018.0  24.6  25.1  19.8 99.0 99.00
2012 08 02 22 00  81  6.1 99.0 99.00 99.00 99.00 999 1018.0  24.7  25.2  19.8 99.0 99.00
2012 08 02 23 00  83  6.7 99.0 99.00 99.00 99.00 999 1018.0  24.6  25.2  20.2 99.0 99.00
2012 08 03 00 00  81  6.5 99.0 99.00 99.00 99.00 999 1017.0  24.5  25.2  20.5 99.0 99.00
2012 08 03 01 00  85  6.7 99.0 99.00 99.00 99.00 999 1017.0  24.6  25.3  20.4 99.0 99.00
2012 08 03 02 00  90  6.5 99.0 99.00 99.00 99.00 999 1017.0  24.7  25.3  19.9 99.0 99.00
2012 08 03 03 00  87  6.3 99.0 99.00 99.00 99.00 999 1017.0  24.8  25.2  20.3 99.0 99.00
2012 08 03 04 00  89  6.1 99.0 99.00 99.00 99.00 999 1017.0  24.7  25.2  20.3 99.0 99.00
2012 08 03 05 00  84  6.2 99.0 99.00 99.00 99.00 999 1017.0  24.5  25.2  20.5 99.0 99.00
2012 08 03 06 00  83  6.3 99.0 99.00 99.00 99.00 999 1018.0  24.4  25.2  20.4 99.0 99.00
2012 08 03 07 00  91  6.2 99.0 99.00 99.00 99.00 999 1019.0  24.5  25.1  20.5 99.0 99.00
2012 08 03 08 00  93  6.7 99.0 99.00 99.00 99.00 999 1019.0  24.6  25.1  20.4 99.0 99.00
2012 08 03 09 00  97  6.9 99.0 99.00 99.00 99.00 999 1019.0  24.4  25.1  20.5 99.0 99.00
2012 08 03 10 00  98  6.9 99.0 99.00 99.00 99.00 999 1019.0  24.5  25.1  20.3 99.0 99.00
2012 08 03 11 00 102  6.9 99.0 99.00 99.00 99.00 999 1018.0  24.4  25.1  20.2 99.0 99.00
2012 08 03 12 00 100  6.7 99.0 99.00 99.00 99.00 999 1018.0  24.4  25.1  20.0 99.0 99.00
2012 08 03 13 00  99  6.7 99.0 99.00 99.00 99.00 999 1018.0  24.4  25.1  20.0 99.0 99.00
2012 08 03 14 00 105  6.6 99.0 99.00 99.00 99.00 999 1018.0  23.9  25.0  20.2 99.0 99.00
2012 08 03 15 00 100  6.9 99.0 99.00 99.00 99.00 999 1018.0  23.9  25.0  19.7 99.0 99.00
2012 08 03 16 00 101  6.7 99.0 99.00 99.00 99.00 999 1018.0  24.5  25.1  19.8 99.0 99.00
2012 08 03 17 00 103  6.7 99.0 99.00 99.00 99.00 999 1019.0  24.8  25.1  19.7 99.0 99.00
2012 08 03 18 00  98  6.5 99.0 99.00 99.00 99.00 999 1019.0  24.8  25.1  20.0 99.0 99.00
2012 08 03 19 00  95  6.6 99.0 99.00 99.00 99.00 999 1019.0  24.7  25.1  19.7 99.0 99.00
2012 08 03 20 00  93  6.4 99.0 99.00 99.00 99.00 999 1019.0  24.8  25.1  19.7 99.0 99.00
2012 08 03 21 00  92  6.6 99.0 99.00 99.00 99.00 999 1019.0  24.7  25.1  20.1 99.0 99.00
2012 08 03 22 00  87  6.4 99.0 99.00 99.00 99.00 999 1019.0  24.7  25.2  20.1 99.0 99.00
2012 08 03 23 00  89  6.6 99.0 99.00 99.00 99.00 999 1018.0  24.7  25.2  20.1 99.0 99.00
2012 08 04 00 00  90  6.5 99.0 99.00 99.00 99.00 999 1018.0  24.8  25.2  20.1 99.0 99.00
2012 08 04 01 00  85  6.6 99.0 99.00 99.00 99.00 999 1018.0  24.8  25.2  19.9 99.0 99.00
2012 08 04 02 00  82  6.6 99.0 99.00 99.00 99.00 999 1017.0  24.8  25.2  20.2 99.0 99.00
2012 08 04 03 00  81  6.9 99.0 99.00 99.00 99.00 999 1017.0  24.8  25.2  20.2 99.0 99.00
2012 08 04 04 00  81  6.6 99.0 99.00 99.00 99.00 999 1017.0  24.7  25.2  20.1 99.0 99.00
2012 08 04 05 00  80  6.9 99.0 99.00 99.00 99.00 999 1018.0  24.6  25.2  20.2 99.0 99.00
2012 08 04 06 00  82  7.1 99.0 99.00 99.00 99.00 999 1018.0  24.5  25.1  20.3 99.0 99.00
2012 08 04 07 00  78  7.0 99.0 99.00 99.00 99.00 999 1019.0  24.5  25.1  20.1 99.0 99.00
2012 08 04 08 00  83  7.1 99.0 99.00 99.00 99.00 999 1019.0  24.5  25.1  20.1 99.0 99.00
2012 08 04 09 00  83  7.3 99.0 99.00 99.00 99.00 999 1018.0  24.5  25.1  20.3 99.0 99.00
2012 08 04 10 00  87  7.3 99.0 99.00 99.00 99.00 999 1018.0  24.5  25.1  20.1 99.0 99.00
2012 08 04 11 00  89  6.6 99.0 99.00 99.00 99.00 999 1018.0  24.4  25.1  20.2 99.0 99.00
2012 08 04 12 00  82  6.5 99.0 99.00 99.00 99.00 999 1018.0  24.1  25.1  19.9 99.0 99.00
2012 08 04 13 00  89  6.4 99.0 99.00 99.00 99.00 999 1018.0  24.3  25.1  19.9 99.0 99.00
2012 08 04 14 00  92  6.2 99.0 99.00 99.00 99.00 999 1018.0  24.3  25.1  19.9 99.0 99.00
2012 08 04 15 00  89  6.7 99.0 99.00 99.00 99.00 999 1018.0  24.3  25.0  19.9 99.0 99.00
2012 08 04 16 00  87  6.4 99.0 99.00 99.00 99.00 999 1018.0  24.2  25.0  19.8 99.0 99.00
2012 08 04 17 00  84  7.0 99.0 99.00 99.00 99.00 999 1019.0  24.4  25.0  20.0 99.0 99.00
2012 08 04 18 00  80  6.3 99.0 99.00 99.00 99.00 999 1019.0  24.4  25.0  19.3 99.0 99.00
2012 08 04 19 00  78  6.1 99.0 99.00 99.00 99.00 999 1019.0  24.5  25.0  20.3 99.0 99.00
2012 08 04 20 00  80  6.6 99.0 99.00 99.00 99.00 999 1019.0  24.6  25.1  20.0 99.0 99.00
2012 08 04 21 00  85  7.6 99.0 99.00 99.00 99.00 999 1019.0  24.4  25.1  20.0 99.0 99.00
2012 08 04 22 00  96  5.7 99.0 99.00 99.00 99.00 999 1019.0  24.5  25.1  19.4 99.0 99.00
2012 08 04 23 00  84  5.9 99.0 99.00 99.00 99.00 999 1018.0  24.6  25.2  19.7 99.0 99.00
2012 08 05 00 00  78  6.0 99.0 99.00 99.00 99.00 999 1018.0  24.5  25.2  20.1 99.0 99.00
2012 08 05 01 00  79  6.3 99.0 99.00 99.00 99.00 999 1017.0  24.4  25.2  19.8 99.0 99.00
2012 08 05 02 00  79  6.3 99.0 99.00 99.00 99.00 999 1017.0  24.6  25.2  19.8 99.0 99.00
2012 08 05 03 00  75  6.3 99.0 99.00 99.00 99.00 999 1017.0  24.7  25.2  19.9 99.0 99.00
2012 08 05 04 00  60  6.7 99.0 99.00 99.00 99.00 999 1017.0  24.4  25.1  20.2 99.0 99.00
2012 08 05 05 00  59  7.0 99.0 99.00 99.00 99.00 999 1017.0  24.1  25.1  20.7 99.0 99.00
2012 08 05 06 00  69  7.2 99.0 99.00 99.00 99.00 999 1018.0  24.2  25.1  20.2 99.0 99.00
2012 08 05 07 00  72  7.1 99.0 99.00 99.00 99.00 999 1018.0  24.3  25.1  20.1 99.0 99.00
2012 08 05 08 00  71  7.0 99.0 99.00 99.00 99.00 999 1019.0  24.3  25.1  20.1 99.0 99.00
2012 08 05 09 00  63  6.5 99.0 99.00 99.00 99.00 999 1019.0  23.8  25.1  20.4 99.0 99.00
2012 08 05 10 00  65  7.1 99.0 99.00 99.00 99.00 999 1018.0  24.0  25.1  20.2 99.0 99.00
2012 08 05 11 00  74  6.8 99.0 99.00 99.00 99.00 999 1018.0  23.9  25.1  20.3 99.0 99.00
2012 08 05 12 00  83  6.7 99.0 99.00 99.00 99.00 999 1017.0  23.8  25.1  20.0 99.0 99.00
2012 08 05 13 00  88  5.9 99.0 99.00 99.00 99.00 999 1017.0  24.2  25.0  19.8 99.0 99.00
2012 08 05 14 00  86  6.0 99.0 99.00 99.00 99.00 999 1017.0  24.2  25.0  19.8 99.0 99.00
2012 08 05 15 00  82  5.8 99.0 99.00 99.00 99.00 999 1017.0  24.1  25.0  19.9 99.0 99.00
2012 08 05 16 00  88  5.7 99.0 99.00 99.00 99.00 999 1017.0  24.3  25.0  19.9 99.0 99.00
2012 08 05 17 00  85  6.0 99.0 99.00 99.00 99.00 999 1018.0  24.6  25.0  19.8 99.0 99.00
2012 08 05 18 00  81  6.3 99.0 99.00 99.00 99.00 999 1018.0  24.6  25.0  19.8 99.0 99.00
2012 08 05 19 00  84  6.2 99.0 99.00 99.00 99.00 999 1018.0  24.5  25.0  19.7 99.0 99.00
2012 08 05 20 00  89  5.5 99.0 99.00 99.00 99.00 999 1018.0  24.5  25.1  19.6 99.0 99.00
2012 08 05 21 00  88  6.4 99.0 99.00 99.00 99.00 999 1018.0  24.6  25.1  19.8 99.0 99.00
2012 08 05 22 00  87  6.2 99.0 99.00 99.00 99.00 999 1018.0  24.4  25.2  20.0 99.0 99.00
2012 08 05 23 00  85  6.4 99.0 99.00 99.00 99.00 999 1017.0  24.6  25.2  19.5 99.0 99.00
2012 08 06 00 00  86  6.5 99.0 99.00 99.00 99.00 999 1017.0  24.5  25.2  19.9 99.0 99.00
2012 08 06 01 00  83  6.3 99.0 99.00 99.00 99.00 999 1017.0  24.7  25.2  20.0 99.0 99.00
2012 08 06 02 00  81  6.4 99.0 99.00 99.00 99.00 999 1016.0  24.7  25.2  19.9 99.0 99.00
2012 08 06 03 00  82  6.3 99.0 99.00 99.00 99.00 999 1016.0  24.7  25.2  19.9 99.0 99.00
2012 08 06 04 00  80  6.3 99.0 99.00 99.00 99.00 999 1017.0  24.8  25.2  20.1 99.0 99.00
2012 08 06 05 00  78  6.5 99.0 99.00 99.00 99.00 999 1017.0  24.6  25.2  20.4 99.0 99.00
2012 08 06 06 00  83  6.1 99.0 99.00 99.00 99.00 999 1018.0  24.5  25.2  20.3 99.0 99.00
2012 08 06 07 00  83  6.4 99.0 99.00 99.00 99.00 999 1018.0  24.5  25.2  20.3 99.0 99.00
2012 08 06 08 00  84  6.6 99.0 99.00 99.00 99.00 999 1018.0  24.5  25.1  20.5 99.0 99.00
2012 08 06 09 00  87  6.8 99.0 99.00 99.00 99.00 999 1018.0  24.3  25.1  20.5 99.0 99.00
2012 08 06 10 00  90  7.3 99.0 99.00 99.00 99.00 999 1018.0  24.2  25.1  20.4 99.0 99.00
2012 08 06 11 00  96  7.2 99.0 99.00 99.00 99.00 999 1017.0  24.3  25.1  20.3 99.0 99.00
2012 08 06 12 00  90  6.7 99.0 99.00 99.00 99.00 999 1017.0  24.2  25.1  20.4 99.0 99.00
2012 08 06 13 00  80  6.8 99.0 99.00 99.00 99.00 999 1017.0  23.8  25.1  20.6 99.0 99.00
2012 08 06 14 00  90  6.8 99.0 99.00 99.00 99.00 999 1017.0  23.9  25.1  20.0 99.0 99.00
2012 08 06 15 00  92  6.9 99.0 99.00 99.00 99.00 999 1017.0  24.3  25.0  20.3 99.0 99.00
2012 08 06 16 00 100  7.8 99.0 99.00 99.00 99.00 999 1017.0  23.9  25.0  20.5 99.0 99.00
2012 08 06 17 00  90  6.7 99.0 99.00 99.00 99.00 999 1017.0  24.1  25.0  19.9 99.0 99.00
2012 08 06 18 00  87  7.0 99.0 99.00 99.00 99.00 999 1018.0  24.7  25.0  20.0 99.0 99.00
2012 08 06 19 00  95  6.7 99.0 99.00 99.00 99.00 999 1018.0  24.7  25.1  20.1 99.0 99.00
2012 08 06 20 00  90  6.3 99.0 99.00 99.00 99.00 999 1018.0  24.8  25.1  19.9 99.0 99.00
2012 08 06 21 00  93  7.1 99.0 99.00 99.00 99.00 999 1018.0  24.8  25.1  20.0 99.0 99.00
2012 08 06 22 00  92  7.3 99.0 99.00 99.00 99.00 999 1018.0  24.8  25.2  19.8 99.0 99.00
2012 08 06 23 00 102  7.0 99.0 99.00 99.00 99.00 999 1018.0  24.4  25.2  19.8 99.0 99.00
2012 08 07 00 00  89  7.3 99.0 99.00 99.00 99.00 999 1017.0  24.6  25.3  20.2 99.0 99.00
2012 08 07 01 00  94  7.2 99.0 99.00 99.00 99.00 999 1016.0  24.7  25.2  20.1 99.0 99.00
2012 08 07 02 00  96  6.4 99.0 99.00 99.00 99.00 999 1016.0  24.8  25.2  19.7 99.0 99.00
2012 08 07 03 00  87  6.9 99.0 99.00 99.00 99.00 999 1016.0  24.2  25.2  19.8 99.0 99.00
2012 08 07 04 00  91  5.8 99.0 99.00 99.00 99.00 999 1017.0  24.8  25.2  20.2 99.0 99.00
2012 08 07 05 00  91  6.2 99.0 99.00 99.00 99.00 999 1017.0  24.5  25.2  20.1 99.0 99.00
2012 08 07 06 00  92  6.7 99.0 99.00 99.00 99.00 999 1017.0  24.7  25.2  19.8 99.0 99.00
2012 08 07 07 00  88  6.7 99.0 99.00 99.00 99.00 999 1018.0  24.7  25.2  20.3 99.0 99.00
2012 08 07 08 00  82  6.0 99.0 99.00 99.00 99.00 999 1018.0  23.6  25.2  20.2 99.0 99.00
2012 08 07 09 00  84  5.8 99.0 99.00 99.00 99.00 999 1018.0  24.0  25.1  19.8 99.0 99.00
2012 08 07 10 00  94  6.6 99.0 99.00 99.00 99.00 999 1018.0  24.7  25.1  19.6 99.0 99.00
2012 08 07 11 00 104  6.0 99.0 99.00 99.00 99.00 999 1018.0  24.5  25.1  20.1 99.0 99.00
2012 08 07 12 00 111  5.7 99.0 99.00 99.00 99.00 999 1017.0  24.1  25.1  20.0 99.0 99.00
2012 08 07 13 00  97  6.6 99.0 99.00 99.00 99.00 999 1017.0  24.6  25.1  20.1 99.0 99.00
2012 08 07 14 00  98  7.2 99.0 99.00 99.00 99.00 999 1017.0  24.4  25.1  19.8 99.0 99.00
2012 08 07 15 00 100  6.8 99.0 99.00 99.00 99.00 999 1018.0  24.6  25.1  19.5 99.0 99.00
2012 08 07 16 00  98  6.3 99.0 99.00 99.00 99.00 999 1018.0  24.7  25.1  19.7 99.0 99.00
2012 08 07 17 00  93  7.4 99.0 99.00 99.00 99.00 999 1019.0  24.9  25.1  19.6 99.0 99.00
2012 08 07 18 00  99  8.7 99.0 99.00 99.00 99.00 999 1019.0  24.7  25.1  19.5 99.0 99.00
2012 08 07 19 00 101  8.0 99.0 99.00 99.00 99.00 999 1019.0  24.6  25.1  19.6 99.0 99.00
2012 08 07 20 00  97  7.0 99.0 99.00 99.00 99.00 999 1019.0  24.7  25.1  19.6 99.0 99.00
2012 08 07 21 00  80  7.7 99.0 99.00 99.00 99.00 999 1019.0  24.2  25.1  19.8 99.0 99.00
2012 08 07 22 00  80  6.6 99.0 99.00 99.00 99.00 999 1018.0  24.4  25.2  20.0 99.0 99.00
2012 08 07 23 00  91  7.6 99.0 99.00 99.00 99.00 999 1018.0  24.9  25.2  19.6 99.0 99.00
2012 08 08 00 00  93  7.1 99.0 99.00 99.00 99.00 999 1017.0  24.9  25.2  19.7 99.0 99.00
2012 08 08 01 00  93  7.7 99.0 99.00 99.00 99.00 999 1017.0  25.1  25.2  19.3 99.0 99.00
2012 08 08 02 00  92  7.4 99.0 99.00 99.00 99.00 999 1017.0  25.1  25.2  19.6 99.0 99.00
2012 08 08 03 00  96  6.6 99.0 99.00 99.00 99.00 999 1017.0  24.8  25.2  19.6 99.0 99.00
2012 08 08 04 00  96  6.6 99.0 99.00 99.00 99.00 999 1017.0  25.0  25.2  19.5 99.0 99.00
2012 08 08 05 00 107  6.9 99.0 99.00 99.00 99.00 999 1018.0  24.7  25.1  20.1 99.0 99.00
2012 08 08 06 00  97  7.0 99.0 99.00 99.00 99.00 999 1018.0  24.8  25.1  20.0 99.0 99.00
2012 08 08 07 00  91  7.0 99.0 99.00 99.00 99.00 999 1019.0  24.9  25.1  20.0 99.0 99.00
2012 08 08 08 00  94  6.7 99.0 99.00 99.00 99.00 999 1019.0  24.8  25.1  19.7 99.0 99.00
2012 08 08 09 00  89  6.9 99.0 99.00 99.00 99.00 999 1019.0  24.8  25.1  19.7 99.0 99.00
2012 08 08 10 00  90  7.8 99.0 99.00 99.00 99.00 999 1018.0  24.7  25.1  19.9 99.0 99.00
2012 08 08 11 00  91  7.7 99.0 99.00 99.00 99.00 999 1018.0  24.6  25.1  19.8 99.0 99.00
2012 08 08 12 00  93  7.8 99.0 99.00 99.00 99.00 999 1018.0  24.6  25.1  20.0 99.0 99.00
2012 08 08 13 00  88  8.1 99.0 99.00 99.00 99.00 999 1017.0  24.6  25.1  19.5 99.0 99.00
2012 08 08 14 00  87  7.5 99.0 99.00 99.00 99.00 999 1018.0  24.5  25.1  19.0 99.0 99.00
2012 08 08 15 00  92  6.9 99.0 99.00 99.00 99.00 999 1018.0  24.7  25.1  19.2 99.0 99.00
2012 08 08 16 00  95  8.5 99.0 99.00 99.00 99.00 999 1018.0  25.0  25.1  18.6 99.0 99.00
2012 08 08 17 00  92  8.1 99.0 99.00 99.00 99.00 999 1018.0  25.3  25.1  18.2 99.0 99.00
2012 08 08 18 00 103  8.3 99.0 99.00 99.00 99.00 999 1019.0  24.8  25.1  19.7 99.0 99.00
2012 08 08 19 00  89  8.2 99.0 99.00 99.00 99.00 999 1019.0  25.0  25.1  19.5 99.0 99.00
2012 08 08 20 00  94  8.3 99.0 99.00 99.00 99.00 999 1019.0  25.1  25.1  18.9 99.0 99.00
2012 08 08 21 00 101  8.0 99.0 99.00 99.00 99.00 999 1019.0  25.0  25.2  19.9 99.0 99.00
2012 08 08 22 00  96  7.8 99.0 99.00 99.00 99.00 999 1018.0  25.1  25.2  19.8 99.0 99.00
2012 08 08 23 00  93  8.3 99.0 99.00 99.00 99.00 999 1018.0  25.0  25.2  19.8 99.0 99.00
2012 08 09 00 00  94  8.2 99.0 99.00 99.00 99.00 999 1017.0  25.0  25.2  19.9 99.0 99.00
2012 08 09 01 00  90  7.9 99.0 99.00 99.00 99.00 999 1017.0  25.1  25.2  19.2 99.0 99.00
2012 08 09 02 00  86  8.0 99.0 99.00 99.00 99.00 999 1017.0  25.1  25.2  20.0 99.0 99.00
2012 08 09 03 00  87  8.4 99.0 99.00 99.00 99.00 999 1017.0  25.2  25.2  19.9 99.0 99.00
2012 08 09 04 00  87  7.9 99.0 99.00 99.00 99.00 999 1018.0  25.1  25.2  20.0 99.0 99.00
2012 08 09 05 00  91  8.0 99.0 99.00 99.00 99.00 999 1019.0  24.9  25.2  19.9 99.0 99.00
2012 08 09 06 00  91  7.6 99.0 99.00 99.00 99.00 999 1019.0  24.9  25.2  19.8 99.0 99.00
2012 08 09 07 00  98  7.9 99.0 99.00 99.00 99.00 999 1020.0  24.9  25.1  19.9 99.0 99.00
2012 08 09 08 00  91  8.2 99.0 99.00 99.00 99.00 999 1020.0  24.9  25.1  19.4 99.0 99.00
2012 08 09 09 00  95  7.8 99.0 99.00 99.00 99.00 999 1020.0  24.9  25.1  19.4 99.0 99.00
2012 08 09 10 00  92  7.5 99.0 99.00 99.00 99.00 999 1020.0  24.8  25.1  19.7 99.0 99.00
2012 08 09 11 00  89  6.9 99.0 99.00 99.00 99.00 999 1019.0  24.8  25.1  19.8 99.0 99.00
2012 08 09 12 00  85  8.6 99.0 99.00 99.00 99.00 999 1019.0  24.9  25.1  19.0 99.0 99.00
2012 08 09 13 00 119  8.2 99.0 99.00 99.00 99.00 999 1019.0  24.1  25.1  19.9 99.0 99.00
2012 08 09 14 00 110  6.0 99.0 99.00 99.00 99.00 999 1019.0  24.5  25.1  19.1 99.0 99.00
2012 08 09 15 00  90  6.7 99.0 99.00 99.00 99.00 999 1019.0  25.0  25.1  18.1 99.0 99.00
2012 08 09 16 00  89  6.6 99.0 99.00 99.00 99.00 999 1020.0  24.8  25.1  18.2 99.0 99.00
2012 08 09 17 00 100  5.9 99.0 99.00 99.00 99.00 999 1020.0  25.2  25.1  18.1 99.0 99.00
2012 08 09 18 00  91  6.8 99.0 99.00 99.00 99.00 999 1020.0  25.2  25.1  18.8 99.0 99.00
2012 08 09 19 00  94  5.4 99.0 99.00 99.00 99.00 999 1021.0  25.1  25.1  19.4 99.0 99.00
2012 08 09 20 00 101  5.5 99.0 99.00 99.00 99.00 999 1021.0  25.1  25.2  19.6 99.0 99.00
2012 08 09 21 00  95  6.4 99.0 99.00 99.00 99.00 999 1020.0  25.1  25.3  19.6 99.0 99.00
2012 08 09 22 00  86  6.0 99.0 99.00 99.00 99.00 999 1020.0  25.1  25.3  19.4 99.0 99.00
2012 08 09 23 00  75  6.3 99.0 99.00 99.00 99.00 999 1019.0  25.2  25.4  19.0 99.0 99.00
2012 08 10 00 00  73  6.7 99.0 99.00 99.00 99.00 999 1018.0  25.3  25.4  19.1 99.0 99.00
2012 08 10 01 00  85  7.2 99.0 99.00 99.00 99.00 999 1018.0  25.2  25.4  19.5 99.0 99.00
2012 08 10 02 00  86  7.1 99.0 99.00 99.00 99.00 999 1018.0  25.2  25.4  19.9 99.0 99.00
2012 08 10 03 00  88  7.0 99.0 99.00 99.00 99.00 999 1018.0  25.3  25.4  19.5 99.0 99.00
2012 08 10 04 00  84  7.2 99.0 99.00 99.00 99.00 999 1019.0  25.2  25.3  19.9 99.0 99.00
2012 08 10 05 00  87  7.0 99.0 99.00 99.00 99.00 999 1019.0  25.0  25.3  20.2 99.0 99.00
2012 08 10 06 00  85  7.2 99.0 99.00 99.00 99.00 999 1020.0  25.1  25.3  19.8 99.0 99.00
2012 08 10 07 00  84  7.6 99.0 99.00 99.00 99.00 999 1020.0  25.0  25.3  19.5 99.0 99.00
2012 08 10 08 00  82  7.6 99.0 99.00 99.00 99.00 999 1020.0  24.9  25.3  19.6 99.0 99.00
2012 08 10 09 00  91  7.1 99.0 99.00 99.00 99.00 999 1020.0  24.8  25.2  19.1 99.0 99.00
2012 08 10 10 00  90  6.8 99.0 99.00 99.00 99.00 999 1020.0  24.7  25.2  19.5 99.0 99.00
2012 08 10 11 00  93  6.4 99.0 99.00 99.00 99.00 999 1019.0  24.6  25.2  19.5 99.0 99.00
2012 08 10 12 00  81  5.8 99.0 99.00 99.00 99.00 999 1019.0  24.4  25.2  19.5 99.0 99.00
2012 08 10 13 00  80  6.4 99.0 99.00 99.00 99.00 999 1019.0  24.5  25.2  19.7 99.0 99.00
